vacancy_id,vacancy_name,published_at,applied_at,all_skills,hard_skills,soft_skills,tools,skill_count,hard_skill_count,soft_skill_count,tools_count,salary_from,salary_to,salary_currency,salary_gross,employer_name,employer_id,employer_url,vacancy_url,experience,employment,schedule,area
131181582,Бизнес-консультант (коммерческое направление),2026-03-12T18:05:51+0300,2026-03-12T18:05:51+0300,"google slides, powerpoint, презентации, развитие, сборка",сборка,"презентации, развитие","google slides, powerpoint",5,1,2,2,150000.0,300000.0,RUR,True,Национальный Центр Национальной Технологической Инициативы Индустрия 4.0,1074642,https://api.hh.ru/employers/1074642,https://hh.ru/vacancy/131181582,Более 6 лет,Полная занятость,Полный день,Москва
131363849,Тестировщик (QA),2026-03-19T07:52:21+0300,2026-03-19T07:52:21+0300,"cypress, postman, selenium, взаимодействие, гибкость, индивидуальный подход, контроль, корпоративы, ответственность, принятие решений, приоритизация, развитие, самостоятельность","cypress, postman, selenium, индивидуальный подход, корпоративы","взаимодействие, гибкость, контроль, ответственность, принятие решений, приоритизация, развитие, самостоятельность",,13,5,8,0,,,RUB,False,Carrot quest,2479309,https://api.hh.ru/employers/2479309,https://hh.ru/vacancy/131363849,От 1 года до 3 лет,Полная занятость,Удаленная работа,Пермь
131398837,Junior+ QA engineer / Тестировщик ПО,2026-03-20T03:15:26+0300,2026-03-20T03:15:26+0300,взаимодействие,,взаимодействие,,1,0,1,0,,100000.0,RUR,False,Савельев Георгий Анатольевич,10457812,https://api.hh.ru/employers/10457812,https://hh.ru/vacancy/131398837,От 1 года до 3 лет,Полная занятость,Удаленная работа,Москва
131455573,Frontend-разработчик,2026-03-23T10:43:05+0300,2026-03-23T10:43:05+0300,"angular, cypress, git, jest, react, vue","angular, cypress, git, jest, react, vue",,,6,6,0,0,,,RUB,False,ИЦ АЙ-ТЕКО,872178,https://api.hh.ru/employers/872178,https://hh.ru/vacancy/131455573,От 3 до 6 лет,Полная занятость,Удаленная работа,Москва
131519721,Java-разработчик,2026-03-24T18:17:31+0300,2026-03-24T18:17:31+0300,"cassandra, ci/cd, docker, git, grafana, java, k8s, kubernetes, prometheus, redis, spring, spring boot, sql","cassandra, ci/cd, docker, git, grafana, java, k8s, kubernetes, prometheus, redis, spring, spring boot, sql",,,13,13,0,0,,,RUB,False,Финтех-Платформа,12026147,https://api.hh.ru/employers/12026147,https://hh.ru/vacancy/131519721,Более 6 лет,Полная занятость,Удаленная работа,Москва
131587319,ASP.NET разработчик,2026-03-26T17:01:39+0300,2026-03-26T17:01:39+0300,"angular, asp.net, git, javascript, mongodb, postgresql, react, sql, vue","angular, asp.net, git, javascript, mongodb, postgresql, react, sql, vue",,,9,9,0,0,,,RUB,False,ПРАС,3147501,https://api.hh.ru/employers/3147501,https://hh.ru/vacancy/131587319,От 1 года до 3 лет,Полная занятость,Полный день,Минск
131436774,Бизнес-тренер / Коуч / Психолог,2026-03-22T12:38:23+0300,2026-03-22T12:38:23+0300,"адаптивность, гибкость, дополнительное образование, командировки, мотивация, обучаемость, онлайн обучение, развитие, системное мышление, стрессоустойчивость, управление временем, энергичность","дополнительное образование, командировки, онлайн обучение","адаптивность, гибкость, мотивация, обучаемость, развитие, системное мышление, стрессоустойчивость, управление временем, энергичность",,12,3,9,0,100000.0,,RUR,True,ДКС,4884477,https://api.hh.ru/employers/4884477,https://hh.ru/vacancy/131436774,От 1 года до 3 лет,Частичная занятость,Удаленная работа,Москва
131474548,Junior программист,2026-03-23T15:13:27+0300,2026-03-23T15:13:27+0300,"express, git, javascript, next.js, react, взаимодействие, ответственность, руководство","express, git, javascript, next.js, react","взаимодействие, ответственность, руководство",,8,5,3,0,60000.0,80000.0,RUR,True,Реванта,1226602,https://api.hh.ru/employers/1226602,https://hh.ru/vacancy/131474548,Нет опыта,Полная занятость,Удаленная работа,Екатеринбург
131503544,Backend Developer (Python/FastAPI),2026-03-24T12:35:32+0300,2026-03-24T12:35:32+0300,"docker, fastapi, git, go, linux, postgresql, python, redis","docker, fastapi, git, go, linux, postgresql, python, redis",,,8,8,0,0,150000.0,,RUR,False,Телеком-Сервис,997131,https://api.hh.ru/employers/997131,https://hh.ru/vacancy/131503544,Нет опыта,Полная занятость,Полный день,Воронеж
131543750,Менеджер внутренней базы знаний,2026-03-25T14:28:46+0300,2026-03-25T14:28:46+0300,"figma, notion, аудит, сервис",аудит,сервис,"figma, notion",4,1,1,2,,,RUB,False,Где мои дети,2076464,https://api.hh.ru/employers/2076464,https://hh.ru/vacancy/131543750,От 1 года до 3 лет,Полная занятость,Удаленная работа,Пермь
131556055,CTO в консалтинговую ИТ-компанию,2026-03-26T05:13:48+0300,2026-03-26T05:13:48+0300,"go, golang, kubernetes, react, аналитическое мышление, деловая переписка","go, golang, kubernetes, react","аналитическое мышление, деловая переписка",,6,4,2,0,500000.0,,RUR,False,IT Vectura,12075577,https://api.hh.ru/employers/12075577,https://hh.ru/vacancy/131556055,От 3 до 6 лет,Полная занятость,Удаленная работа,Москва
131138835,Тестировщик (ручное тестирование),2026-03-11T17:05:55+0300,2026-03-11T17:05:55+0300,"bash, ci/cd, git, jenkins, postman, sql, взаимодействие","bash, ci/cd, git, jenkins, postman, sql",взаимодействие,,7,6,1,0,140000.0,190000.0,RUR,True,ЛАЧЕСТРИ,4873354,https://api.hh.ru/employers/4873354,https://hh.ru/vacancy/131138835,От 1 года до 3 лет,Полная занятость,Полный день,Таганрог
131511755,QA-инженер,2026-03-24T15:05:29+0300,2026-03-24T15:05:29+0300,"ci/cd, javascript, postman, react, взаимодействие, внимательность, внимательность к деталям, инициативность, контроль, организация, повышение квалификации, развитие, самостоятельность, системное мышление","ci/cd, javascript, postman, react, повышение квалификации","взаимодействие, внимательность, внимательность к деталям, инициативность, контроль, организация, развитие, самостоятельность, системное мышление",,14,5,9,0,70000.0,,RUR,False,Центр,52515,https://api.hh.ru/employers/52515,https://hh.ru/vacancy/131511755,От 1 года до 3 лет,Полная занятость,Удаленная работа,Казань
131533159,Менеджер проектов it (middle),2026-03-25T10:55:17+0300,2026-03-25T10:55:17+0300,"1с, аналитическое мышление, деловое общение, контроль, контроль качества, планирование, управление командой",контроль качества,"аналитическое мышление, деловое общение, контроль, планирование, управление командой",1с,7,1,5,1,,,RUB,False,ЭИР Продакшн,2670837,https://api.hh.ru/employers/2670837,https://hh.ru/vacancy/131533159,От 1 года до 3 лет,Полная занятость,Полный день,Москва
131551649,Бекэнд-разработчик Java (Senior),2026-03-25T17:32:36+0300,2026-03-25T17:32:36+0300,"docker, elasticsearch, gitlab ci, grafana, java, jenkins, jira, kubernetes, linux, nginx, oracle, postgresql, redis, spring, sql, trello, развитие, сервис","docker, elasticsearch, gitlab ci, grafana, java, jenkins, jira, kubernetes, linux, nginx, oracle, postgresql, redis, spring, sql","развитие, сервис",trello,18,15,2,1,,,RUB,False,Главгосэкспертиза России,1806177,https://api.hh.ru/employers/1806177,https://hh.ru/vacancy/131551649,От 3 до 6 лет,Полная занятость,Удаленная работа,Москва
131564693,Middle iOS разработчик,2026-03-26T10:09:29+0300,2026-03-26T10:09:29+0300,"ci/cd, git, swift, развитие","ci/cd, git, swift",развитие,,4,3,1,0,,,RUB,False,Bank RBK,135313,https://api.hh.ru/employers/135313,https://hh.ru/vacancy/131564693,От 1 года до 3 лет,Полная занятость,Полный день,Алматы
131581262,Программист 1С,2026-03-26T14:54:11+0300,2026-03-26T14:54:11+0300,"1с, 1с:предприятие, контроль, планирование",,"контроль, планирование","1с, 1с:предприятие",4,0,2,2,,,RUB,False,Газпромбанк,3388,https://api.hh.ru/employers/3388,https://hh.ru/vacancy/131581262,От 3 до 6 лет,Полная занятость,Удаленная работа,Москва
131133847,Разработчик,2026-03-11T15:30:04+0300,2026-03-11T15:30:04+0300,"java, oracle, pl/sql, postgresql, sql","java, oracle, pl/sql, postgresql, sql",,,5,5,0,0,,,RUB,False,Перфоманс Лаб,622296,https://api.hh.ru/employers/622296,https://hh.ru/vacancy/131133847,От 1 года до 3 лет,Полная занятость,Полный день,Москва
131233492,Веб-разработчик/Web-программист/Front End developer,2026-03-16T07:38:44+0300,2026-03-16T07:38:44+0300,"java, laravel, php, отпускные, повышение квалификации","java, laravel, php, отпускные, повышение квалификации",,,5,5,0,0,100000.0,400000.0,KZT,False,ABC Design,1401295,https://api.hh.ru/employers/1401295,https://hh.ru/vacancy/131233492,Нет опыта,Полная занятость,Полный день,Астана
131387428,Junior QA,2026-03-19T14:54:01+0300,2026-03-19T14:54:01+0300,"sql, аналитическое мышление, взаимодействие, внимательность, внимательность к деталям, зарплата","sql, зарплата","аналитическое мышление, взаимодействие, внимательность, внимательность к деталям",,6,2,4,0,,,RUB,False,APEX BANK,10603172,https://api.hh.ru/employers/10603172,https://hh.ru/vacancy/131387428,Нет опыта,Полная занятость,Полный день,Ташкент
131436086,Менеджер по продажам,2026-03-22T09:54:54+0300,2026-03-22T09:54:54+0300,,,,,0,0,0,0,1500.0,10000.0,USD,False,LOCUS DEVELOPMENT GROUP,12254058,https://api.hh.ru/employers/12254058,https://hh.ru/vacancy/131436086,Нет опыта,Полная занятость,Полный день,Ташкент
131534471,Системный администратор,2026-03-25T11:18:16+0300,2026-03-25T11:18:16+0300,"1с, linux, больничные, высшее образование, корпоративы, подарки, развитие","linux, больничные, высшее образование, корпоративы, подарки",развитие,1с,7,5,1,1,90000.0,120000.0,RUR,False,ПСТ Девелопмент,1504159,https://api.hh.ru/employers/1504159,https://hh.ru/vacancy/131534471,От 1 года до 3 лет,Полная занятость,Полный день,Краснодар
131542695,Технический писатель,2026-03-25T14:06:34+0300,2026-03-25T14:06:34+0300,"аудит, больничные, гост, руководство","аудит, больничные, гост",руководство,,4,3,1,0,,,RUB,False,Системная Интеграция,11753172,https://api.hh.ru/employers/11753172,https://hh.ru/vacancy/131542695,От 3 до 6 лет,Полная занятость,Полный день,Москва
131586865,Backend-разработчик,2026-03-26T16:50:39+0300,2026-03-26T16:50:39+0300,"ci/cd, gcp, git, javascript, linux, mysql, nginx, php, react, vite, надёжность","ci/cd, gcp, git, javascript, linux, mysql, nginx, php, react, vite",надёжность,,11,10,1,0,,,RUB,False,Навигационные решения,1624349,https://api.hh.ru/employers/1624349,https://hh.ru/vacancy/131586865,От 1 года до 3 лет,Частичная занятость,Удаленная работа,Москва
131394556,Java-разработчик,2026-03-19T17:10:32+0300,2026-03-19T17:10:32+0300,"confluence, docker, git, java, jira, kubernetes, spring, sql","confluence, docker, git, java, jira, kubernetes, spring, sql",,,8,8,0,0,,,RUB,False,Sette,12470862,https://api.hh.ru/employers/12470862,https://hh.ru/vacancy/131394556,От 3 до 6 лет,Полная занятость,Удаленная работа,Москва
131481841,Бизнес аналитик (аналитик внедрения ПО),2026-03-23T17:52:13+0300,2026-03-23T17:52:13+0300,"excel, figma, oracle, командировки","oracle, командировки",,"excel, figma",4,2,0,2,,,RUB,False,ADVANTA - система управления проектами,1103325,https://api.hh.ru/employers/1103325,https://hh.ru/vacancy/131481841,От 1 года до 3 лет,Полная занятость,Удаленная работа,Москва
131510226,Фронтенд разработчик (Senior),2026-03-24T14:36:58+0300,2026-03-24T14:36:58+0300,"ci/cd, cypress, docker, git, gitlab ci, javascript, jest, nuxt, python, typescript, vite, vue, vuejs, webpack, взаимодействие, планирование, развитие","ci/cd, cypress, docker, git, gitlab ci, javascript, jest, nuxt, python, typescript, vite, vue, vuejs, webpack","взаимодействие, планирование, развитие",,17,14,3,0,,,RUB,False,АЛМИ Партнер,1463361,https://api.hh.ru/employers/1463361,https://hh.ru/vacancy/131510226,От 3 до 6 лет,Полная занятость,Удаленная работа,Нижний Новгород
131518341,Junior\Middle Frontend Developer,2026-03-24T17:29:05+0300,2026-03-24T17:29:05+0300,"git, javascript, react, typescript, взаимодействие, контроль, профессиональный рост","git, javascript, react, typescript","взаимодействие, контроль, профессиональный рост",,7,4,3,0,,,RUB,False,БЭТНЭТИКС,10500906,https://api.hh.ru/employers/10500906,https://hh.ru/vacancy/131518341,От 1 года до 3 лет,Полная занятость,Полный день,Ростов-на-Дону
131364736,Senior Frontend Developer (React/TypeScript + PWA),2026-03-19T08:23:33+0300,2026-03-19T08:23:33+0300,"ci/cd, eslint, firebase, git, prettier, react, spring, typescript, vite, webpack, гибкость, развитие","ci/cd, eslint, firebase, git, prettier, react, spring, typescript, vite, webpack","гибкость, развитие",,12,10,2,0,3000.0,5000.0,USD,False,Айшат-Гид по Вакансиям,12546322,https://api.hh.ru/employers/12546322,https://hh.ru/vacancy/131364736,Более 6 лет,Полная занятость,Полный день,Москва
131380867,Руководитель проектов (IT),2026-03-19T12:44:48+0300,2026-03-19T12:44:48+0300,"jira, контроль, планирование",jira,"контроль, планирование",,3,1,2,0,,,RUB,False,НЕКСТБИ,1552157,https://api.hh.ru/employers/1552157,https://hh.ru/vacancy/131380867,От 3 до 6 лет,Полная занятость,Полный день,Москва
131464280,Инженер по тестированию,2026-03-26T12:24:44+0300,2026-03-26T12:24:44+0300,"ci/cd, confluence, git, jira, linux, postgresql, pytest, python, selenium, sql, активность, аналитическое мышление, взаимодействие, инициативность, надёжность, планирование","ci/cd, confluence, git, jira, linux, postgresql, pytest, python, selenium, sql","активность, аналитическое мышление, взаимодействие, инициативность, надёжность, планирование",,16,10,6,0,,180000.0,RUR,True,Avanpost,2349724,https://api.hh.ru/employers/2349724,https://hh.ru/vacancy/131464280,От 1 года до 3 лет,Полная занятость,Удаленная работа,Москва
131544482,Java-разработчик (middle+/senior),2026-03-25T14:43:24+0300,2026-03-25T14:43:24+0300,"clickhouse, docker, java, kubernetes, postgresql, spring, spring boot, корпоративы","clickhouse, docker, java, kubernetes, postgresql, spring, spring boot, корпоративы",,,8,8,0,0,,,RUB,False,Notamedia,553714,https://api.hh.ru/employers/553714,https://hh.ru/vacancy/131544482,От 3 до 6 лет,Полная занятость,Удаленная работа,Москва
131454528,Frontend Developer (Next. js / React / TypeScript),2026-03-23T10:31:27+0300,2026-03-23T10:31:27+0300,"ci/cd, django, git, javascript, kubernetes, next.js, react, redis, typescript","ci/cd, django, git, javascript, kubernetes, next.js, react, redis, typescript",,,9,9,0,0,240000.0,280000.0,RUR,False,Системпро,1191554,https://api.hh.ru/employers/1191554,https://hh.ru/vacancy/131454528,От 3 до 6 лет,Полная занятость,Удаленная работа,Луховицы  (Московская область)
131483711,Python backend разработчик,2026-03-23T19:35:39+0300,2026-03-23T19:35:39+0300,"ci/cd, django, docker, fastapi, git, kubernetes, linux, llm, nginx, postgresql, prometheus, pytest, python, redis, sql","ci/cd, django, docker, fastapi, git, kubernetes, linux, llm, nginx, postgresql, prometheus, pytest, python, redis, sql",,,15,15,0,0,120000.0,,RUR,False,OSMI IT,4295397,https://api.hh.ru/employers/4295397,https://hh.ru/vacancy/131483711,От 3 до 6 лет,Полная занятость,Удаленная работа,Москва
131552654,PHP-разработчик,2026-03-25T18:05:02+0300,2026-03-25T18:05:02+0300,"ci/cd, golang, kubernetes, php, postgresql, redis, развитие","ci/cd, golang, kubernetes, php, postgresql, redis",развитие,,7,6,1,0,,,RUB,False,the_covert,3244995,https://api.hh.ru/employers/3244995,https://hh.ru/vacancy/131552654,Более 6 лет,Полная занятость,Удаленная работа,Тбилиси
131233710,Fullstack Analyst,2026-03-16T07:45:05+0300,2026-03-16T07:45:05+0300,"sql, креативность, профессиональный рост",sql,"креативность, профессиональный рост",,3,1,2,0,,,RUB,False,65apps,1067140,https://api.hh.ru/employers/1067140,https://hh.ru/vacancy/131233710,От 3 до 6 лет,Полная занятость,Удаленная работа,Москва
131413300,UX/UI-дизайнер,2026-03-20T12:04:43+0300,2026-03-20T12:04:43+0300,"figma, взаимодействие, развитие",,"взаимодействие, развитие",figma,3,0,2,1,,,RUB,False,БАЗИС,2947917,https://api.hh.ru/employers/2947917,https://hh.ru/vacancy/131413300,От 1 года до 3 лет,Полная занятость,Удаленная работа,Москва
131517422,Менеджер ИТ-проектов,2026-03-24T17:07:14+0300,2026-03-24T17:07:14+0300,"аналитическое мышление, переговоры, сервис",,"аналитическое мышление, переговоры, сервис",,3,0,3,0,,,RUB,False,Смарт-Сервис,2959988,https://api.hh.ru/employers/2959988,https://hh.ru/vacancy/131517422,От 1 года до 3 лет,Полная занятость,Удаленная работа,Санкт-Петербург
131535171,JAVA - разработчик Senior / Middle+,2026-03-25T11:31:50+0300,2026-03-25T11:31:50+0300,"angular, ci/cd, docker, gitlab ci, java, kubernetes, postgresql, spring, spring boot, sql, swagger, взаимодействие, сборка, сортировка","angular, ci/cd, docker, gitlab ci, java, kubernetes, postgresql, spring, spring boot, sql, swagger, сборка, сортировка",взаимодействие,,14,13,1,0,,,RUB,False,Алиасофт,10770753,https://api.hh.ru/employers/10770753,https://hh.ru/vacancy/131535171,От 3 до 6 лет,Полная занятость,Удаленная работа,Москва
131543441,Тестировщик Битрикс24,2026-03-25T14:21:43+0300,2026-03-25T14:21:43+0300,"1с, взаимодействие, внимательность, внимательность к деталям, документооборот, исполнительность, контроль, ответственность, развитие",документооборот,"взаимодействие, внимательность, внимательность к деталям, исполнительность, контроль, ответственность, развитие",1с,9,1,7,1,80000.0,120000.0,RUR,True,КГ ЕРМАК,1050767,https://api.hh.ru/employers/1050767,https://hh.ru/vacancy/131543441,От 1 года до 3 лет,Полная занятость,Полный день,Москва
131384722,Менеджер проектов,2026-03-19T14:01:18+0300,2026-03-19T14:01:18+0300,"excel, google sheets, контроль, критическое мышление",,"контроль, критическое мышление","excel, google sheets",4,0,2,2,,,RUB,False,Инспиритум,1201359,https://api.hh.ru/employers/1201359,https://hh.ru/vacancy/131384722,От 1 года до 3 лет,Полная занятость,Удаленная работа,Кипр
131504202,Frontend Developer Vue,2026-03-24T12:48:34+0300,2026-03-24T12:48:34+0300,"docker, git, javascript, linux, typescript, vue","docker, git, javascript, linux, typescript, vue",,,6,6,0,0,150000.0,,RUR,False,Телеком-Сервис,997131,https://api.hh.ru/employers/997131,https://hh.ru/vacancy/131504202,От 1 года до 3 лет,Полная занятость,Полный день,Воронеж
131510636,Java разработчик-стажер,2026-03-24T14:44:42+0300,2026-03-24T14:44:42+0300,"docker, git, java, spring, spring boot, sql","docker, git, java, spring, spring boot, sql",,,6,6,0,0,,,RUB,False,РТЛабс,894410,https://api.hh.ru/employers/894410,https://hh.ru/vacancy/131510636,Нет опыта,Полная занятость,Полный день,Москва
131452190,Специалист по ручному тестированию (ПП ДСУ),2026-03-23T10:05:21+0300,2026-03-23T10:05:21+0300,"confluence, jira, sql, высшее образование, инициативность, организация, развитие, самостоятельность, сертификация","confluence, jira, sql, высшее образование, сертификация","инициативность, организация, развитие, самостоятельность",,9,5,4,0,,,RUB,False,ГНИВЦ,160748,https://api.hh.ru/employers/160748,https://hh.ru/vacancy/131452190,От 1 года до 3 лет,Полная занятость,Удаленная работа,Москва
131464822,UI/UX дизайнер,2026-03-23T12:32:19+0300,2026-03-23T12:32:19+0300,"figma, sketch, наставничество, развитие, счета",счета,"наставничество, развитие","figma, sketch",5,1,2,2,25000000.0,30000000.0,UZS,True,United IT Company,5494847,https://api.hh.ru/employers/5494847,https://hh.ru/vacancy/131464822,От 1 года до 3 лет,Полная занятость,Полный день,Ташкент
131520734,Маркетолог,2026-03-24T19:33:27+0300,2026-03-24T19:33:27+0300,"взаимодействие, контроль, ответственность, планирование, развитие, самостоятельность",,"взаимодействие, контроль, ответственность, планирование, развитие, самостоятельность",,6,0,6,0,250000.0,,RUR,False,Иван Александров,12688221,https://api.hh.ru/employers/12688221,https://hh.ru/vacancy/131520734,От 3 до 6 лет,Полная занятость,Гибкий график,Москва
130894825,Frontend-разработчик (Vue + TS),2026-03-02T16:27:58+0300,2026-03-02T16:27:58+0300,"javascript, typescript, vue","javascript, typescript, vue",,,3,3,0,0,,220000.0,RUR,False,ИКС-ПРО,1909774,https://api.hh.ru/employers/1909774,https://hh.ru/vacancy/130894825,От 3 до 6 лет,Полная занятость,Удаленная работа,Москва
131136883,Frontend-разработчик (react),2026-03-11T16:31:35+0300,2026-03-11T16:31:35+0300,"php, react, аудит, взаимодействие, контроль","php, react, аудит","взаимодействие, контроль",,5,3,2,0,,,RUB,False,СК «Росгосстрах Жизнь»,3700352,https://api.hh.ru/employers/3700352,https://hh.ru/vacancy/131136883,От 1 года до 3 лет,Полная занятость,Полный день,Москва
131456113,English teacher,2026-03-23T10:50:01+0300,2026-03-23T10:50:01+0300,,,,,0,0,0,0,5000000.0,15000000.0,UZS,False,BRITANNIA CENTER,9711545,https://api.hh.ru/employers/9711545,https://hh.ru/vacancy/131456113,От 3 до 6 лет,Полная занятость,Полный день,Ташкент
131522012,Руководитель по строительству,2026-03-24T23:44:05+0300,2026-03-24T23:44:05+0300,"акты, взаимодействие, высшее образование, контроль, развитие, руководство, управление командой, чертежи","акты, высшее образование, чертежи","взаимодействие, контроль, развитие, руководство, управление командой",,8,3,5,0,,,RUB,False,Озолинь Диана,9470452,https://api.hh.ru/employers/9470452,https://hh.ru/vacancy/131522012,Более 6 лет,Полная занятость,Полный день,Москва
131558150,IT HR менеджер,2026-03-26T07:19:24+0300,2026-03-26T07:19:24+0300,"наставничество, организация, развитие",,"наставничество, организация, развитие",,3,0,3,0,,,RUB,False,WEBASE,5295868,https://api.hh.ru/employers/5295868,https://hh.ru/vacancy/131558150,От 1 года до 3 лет,Полная занятость,Полный день,Ташкент
131564249,"Ведущий PHP Разработчик (Laravel, Логистическая платформа)",2026-03-26T10:04:13+0300,2026-03-26T10:04:13+0300,"ci/cd, docker, javascript, laravel, mysql, php, postgresql, лидерство, ответственность, развитие, самостоятельность, системное мышление","ci/cd, docker, javascript, laravel, mysql, php, postgresql","лидерство, ответственность, развитие, самостоятельность, системное мышление",,12,7,5,0,,,RUB,False,Системы и Технологии в Логистике,5216266,https://api.hh.ru/employers/5216266,https://hh.ru/vacancy/131564249,Более 6 лет,Полная занятость,Удаленная работа,Москва
131564514,Менеджер по продажам,2026-03-26T10:06:58+0300,2026-03-26T10:06:58+0300,"zoom, взаимодействие, заключение договоров, инициативность, мотивация, переговоры, самостоятельность, телефонные переговоры","zoom, заключение договоров","взаимодействие, инициативность, мотивация, переговоры, самостоятельность, телефонные переговоры",,8,2,6,0,5000.0,,USD,True,Pandawa Residence,12373410,https://api.hh.ru/employers/12373410,https://hh.ru/vacancy/131564514,От 1 года до 3 лет,Полная занятость,Удаленная работа,Москва
131571243,Junior Python-разработчик проект STACK,2026-03-26T11:47:20+0300,2026-03-26T11:47:20+0300,"ci/cd, docker, git, gitlab ci, linux, python, взаимодействие, сборка","ci/cd, docker, git, gitlab ci, linux, python, сборка",взаимодействие,,8,7,1,0,,,RUB,False,SberTech,906557,https://api.hh.ru/employers/906557,https://hh.ru/vacancy/131571243,От 1 года до 3 лет,Полная занятость,Полный день,Москва
131510397,Python-разработчик,2026-03-24T14:40:03+0300,2026-03-24T14:40:03+0300,"confluence, fastapi, git, jira, langchain, llm, prometheus, python, sql, transformers, взаимодействие, развитие","confluence, fastapi, git, jira, langchain, llm, prometheus, python, sql, transformers","взаимодействие, развитие",,12,10,2,0,,,RUB,False,Дата Дженерейшн,5713561,https://api.hh.ru/employers/5713561,https://hh.ru/vacancy/131510397,От 3 до 6 лет,Полная занятость,Удаленная работа,Санкт-Петербург
131501533,Frontend-разработчик (Senior),2026-03-24T11:58:33+0300,2026-03-24T11:58:33+0300,"ci/cd, confluence, git, javascript, jira, react, typescript, планирование","ci/cd, confluence, git, javascript, jira, react, typescript",планирование,,8,7,1,0,,,RUB,False,Финтех,,,https://hh.ru/vacancy/131501533,Более 6 лет,Полная занятость,Удаленная работа,Москва
131513793,QA Engineer,2026-03-24T15:43:53+0300,2026-03-24T15:43:53+0300,"jira, linux, sql","jira, linux, sql",,,3,3,0,0,,,RUB,False,GP Solutions,221933,https://api.hh.ru/employers/221933,https://hh.ru/vacancy/131513793,От 1 года до 3 лет,Полная занятость,Удаленная работа,Минск
131562151,.NET разработчик,2026-03-26T09:23:46+0300,2026-03-26T09:23:46+0300,"asp.net, redis, подарки","asp.net, redis, подарки",,,3,3,0,0,,,RUB,False,Ак Барс Цифровые Технологии,1741901,https://api.hh.ru/employers/1741901,https://hh.ru/vacancy/131562151,От 3 до 6 лет,Полная занятость,Полный день,Казань
130869796,QA-тестировщик,2026-03-02T10:31:06+0300,2026-03-02T10:31:06+0300,"bash, bitrix24, ci/cd, docker, git, gitlab ci, go, golang, grafana, javascript, linux, php, postgresql, postman, redis, sql, swagger, vue, yandex cloud, взаимодействие, зарплата, руководство, сервис","bash, ci/cd, docker, git, gitlab ci, go, golang, grafana, javascript, linux, php, postgresql, postman, redis, sql, swagger, vue, yandex cloud, зарплата","взаимодействие, руководство, сервис",bitrix24,23,19,3,1,100000.0,,RUR,True,ТехКон,4335309,https://api.hh.ru/employers/4335309,https://hh.ru/vacancy/130869796,От 3 до 6 лет,Полная занятость,Удаленная работа,Пермь
131514719,Руководитель отдела разработки,2026-03-24T16:04:44+0300,2026-03-24T16:04:44+0300,"git, linux, svn, организация","git, linux, svn",организация,,4,3,1,0,400000.0,500000.0,RUR,False,ProfiStaff,25022,https://api.hh.ru/employers/25022,https://hh.ru/vacancy/131514719,От 1 года до 3 лет,Полная занятость,Полный день,Москва
131532341,Python Django developer,2026-03-25T10:39:21+0300,2026-03-25T10:39:21+0300,"ci/cd, django, docker, git, javascript, linux, pandas, postgresql, python, react, redis, взаимодействие, ответственность, развитие","ci/cd, django, docker, git, javascript, linux, pandas, postgresql, python, react, redis","взаимодействие, ответственность, развитие",,14,11,3,0,150000.0,300000.0,RUR,False,Absolut POS,2784276,https://api.hh.ru/employers/2784276,https://hh.ru/vacancy/131532341,От 3 до 6 лет,Полная занятость,Удаленная работа,Москва
131584790,Trainee Backend Developer (Java),2026-03-26T16:04:52+0300,2026-03-26T16:04:52+0300,"clickhouse, docker, elasticsearch, git, java, kubernetes, mysql, nginx, postgresql, react, redis, spring, spring boot","clickhouse, docker, elasticsearch, git, java, kubernetes, mysql, nginx, postgresql, react, redis, spring, spring boot",,,13,13,0,0,,,RUB,False,ФП ТРЭЙД,756093,https://api.hh.ru/employers/756093,https://hh.ru/vacancy/131584790,Нет опыта,Полная занятость,Полный день,Минск
130577197,Тестировщик Яндекс Браузера на iOS,2026-03-17T12:24:29+0300,2026-03-17T12:24:29+0300,,,,,0,0,0,0,57000.0,,RUR,False,Яндекс Крауд,9498112,https://api.hh.ru/employers/9498112,https://hh.ru/vacancy/130577197,Нет опыта,Полная занятость,Удаленная работа,Москва
130939460,Java-разработчик,2026-03-24T18:19:51+0300,2026-03-24T18:19:51+0300,"cassandra, clickhouse, docker, git, java, jenkins, k8s, kubernetes, mongodb, postgresql, python, spring, spring boot","cassandra, clickhouse, docker, git, java, jenkins, k8s, kubernetes, mongodb, postgresql, python, spring, spring boot",,,13,13,0,0,,,RUB,False,РТК-СОФТ,11089368,https://api.hh.ru/employers/11089368,https://hh.ru/vacancy/130939460,От 3 до 6 лет,Полная занятость,Удаленная работа,Москва
131422625,C#/. NET-разработчик,2026-03-20T14:49:06+0300,2026-03-20T14:49:06+0300,"ci/cd, confluence, docker, git, jira, postgresql, sql, баланс, взаимодействие","ci/cd, confluence, docker, git, jira, postgresql, sql, баланс",взаимодействие,,9,8,1,0,,,RUB,False,BMW,7837,https://api.hh.ru/employers/7837,https://hh.ru/vacancy/131422625,От 3 до 6 лет,Полная занятость,Полный день,Москва
